Pm,ρ,α,ad-e/n,δ-e/n,δ-Ec,
1,7.8209,12.1349,0.0368,0.1425,0.0624,FCC
1,7.2351,18.0182,0.0329,0.1324,0.1854,FCC
1,5.5725,11.725,0.0477,0.3233,0.2827,IM
3,8.875,13.55,0.0119,0.0345,0.0057,FCC
3,7.1607,12.736,0.0636,0.244,0.1112,IM
1,6.3333,11.4834,0.0528,0.3154,0.2666,IM
1,7.3693,13.4961,0.0435,0.1632,0.0921,BCC+FCC
3,6.9038,11.2571,0.0571,0.4447,0.2668,IM
1,9.5475,10.625,0.0458,0.4147,0.2837,IM
3,8.2544,11.1244,0.0364,0.1534,0.0938,FCC
3,8.6244,6.9,0.0378,0.3696,0.1347,BCC
3,7.7562,12.7265,0.0378,0.1594,0.1141,IM
1,7.86,12.7,0.0195,0.0823,0.1174,BCC+FCC
3,10.76,7.575,0.0449,0.4661,0.1847,BCC
3,7.2008,11.3,0.1078,0.452,0.1922,IM
1,8.1436,11.3727,0.041,0.1552,0.0696,IM
3,7.7677,13.3895,0.0442,0.1797,0.0843,IM
1,6.9955,13.5333,0.0598,0.2324,0.0918,BCC+FCC
1,6.7036,14.6363,0.0467,0.1712,0.1039,BCC+FCC
1,7.3933,20.497,0.0141,0.0832,0.1636,BCC+FCC
3,6.586,15.12,0.068,0.2568,0.1377,FCC
1,5.1467,18.1222,0.0439,0.181,0.1216,FCC
3,6.9574,13.5609,0.0529,0.2019,0.1049,BCC
4,8.3477,11.7991,0.03,0.1159,0.0284,IM
4,8.6356,13.1667,0.0492,0.2324,0.2505,IM
3,7.9138,13.15,0.027,0.1067,0.1377,IM
2,6.53,7.7667,0.0315,0.2568,0.1785,BCC
3,6.948,12.5333,0.0677,0.2626,0.1126,IM
1,9.846,6.58,0.0295,0.2791,0.1959,IM
3,6.699,12.4,0.0568,0.2627,0.2019,IM
3,7.5087,13.0259,0.0544,0.2185,0.188,IM
3,8.3175,11.09,0.1186,0.526,0.203,IM
4,7.9628,11.0837,0.0452,0.178,0.0441,FCC
1,9.9742,10.2053,0.0722,0.3336,0.3342,IM
3,6.58,7.56,0.0506,0.3236,0.2137,IM
3,7.8495,7.82,0.0367,0.323,0.2,BCC
1,6.2718,14.7363,0.0503,0.2308,0.2237,BCC
1,7.8625,14.7625,0.0328,0.1312,0.0985,FCC
3,7.5359,14.1989,0.0475,0.1828,0.1389,BCC+FCC
3,8.012,7.16,0.0592,0.4768,0.21,IM
